409143	0	8689671	1
489257	0	3349092	1
489257	0	6711885	1
489257	0	7694872	1
341317	0	7808012	1
341317	0	7669140	1
341317	0	7808013	1
341317	0	7669138	1
341317	0	7808016	1
341317	0	8839707	1
341317	0	7669134	1
341317	0	7669137	1
341317	0	2156559	1
341317	0	7808015	1
341317	0	7669141	1
341317	0	2156554	1
341317	0	8839702	1
341317	0	7669136	1
341317	0	7808009	1
341317	0	7669133	1
341317	0	8158111	1
831784	0	2394672	1
831784	0	7862048	1
831784	0	143269	1
831784	0	2394674	1
831784	0	338370	1
993153	0	2970085	1
993153	0	156463	1
993153	0	2100087	1
993153	0	7278030	1
1034595	0	7210726	1
1034595	0	4708014	1
212195	0	8283758	1
212195	0	6697212	1
212195	0	6846595	1
212195	0	1400101	1
212195	0	1400097	1
212195	0	4445555	1
212195	0	7370138	1
212195	0	5229023	1
212195	0	7777154	1
212195	0	7722529	1
212195	0	7370142	1
212195	0	8228347	1
1086248	0	7111944	1
1086248	0	5874830	1
1086248	0	3338806	1
1086248	0	5934971	1
1086248	0	3648380	1
1086248	0	3733172	1
1086248	0	4532719	1
1086248	0	2035968	1
1086248	0	2035966	1
1086248	0	5934969	1
1086248	0	6250561	1
1086248	0	7111936	1
1086248	0	5934967	1
1086248	0	725448	1
1086248	0	2035965	1
1086248	0	7111937	1
1086248	0	1284921	1
1086248	0	4611669	1
1086248	0	150018	1
1086248	0	154620	1
208494	0	7073272	1
208494	0	7073273	1
208494	0	7073275	1
208494	0	7073271	1
54819	0	998049	1
54819	0	77066	1
54819	0	7998675	1
54819	0	7998678	1
54819	0	7998679	1
54819	0	7998677	1
54819	0	7998676	1
1003875	0	6335308	1
1003875	0	2417754	1
1003875	0	7825374	1
1003875	0	1302300	1
1003875	0	4472199	1
1003875	0	8452418	1
1003875	0	6335306	1
1003875	0	2183064	1
1003875	0	6036776	1
1003875	0	2552630	1
1003875	0	7147854	1
1003875	0	7825370	1
1003875	0	7825371	1
1003875	0	6036780	1
785721	0	3445011	1
785721	0	5533880	1
785721	0	5243299	1
785721	0	8649528	1
785721	0	6550376	1
785721	0	5243297	1
785721	0	5243300	1
785721	0	7923064	1
785721	0	7512598	1
426442	0	5405460	1
426442	0	5405465	1
426442	0	7434235	1
426442	0	7434231	1
426442	0	5405463	1
426442	0	5405459	1
904389	0	2862986	1
904389	0	7925956	1
904389	0	1312933	1
904389	0	7952315	1
904389	0	7952317	1
904389	0	1312929	1
608323	0	7646257	1
608323	0	7646259	1
608323	0	7646260	1
1077356	0	6183393	1
1077356	0	3745854	1
1077356	0	7151662	1
1077356	0	159911	1
1077356	0	1398113	1
1077356	0	6183394	1
1077356	0	2943376	1
1077356	0	7151669	1
1077356	0	4823248	1
1077356	0	2972789	1
1077356	0	7151665	1
1077356	0	5104557	1
1077356	0	5807756	1
1077356	0	3023892	1
30860	0	7402572	1
30860	0	8020298	1
30860	0	7402569	1
30860	0	3175009	1
30860	0	6333747	1
30860	0	7402571	1
1096257	0	7519779	1
1096257	0	6373475	1
1096257	0	8480196	1
1096257	0	8257212	1
1096257	0	6409059	1
1096257	0	8480197	1
1096257	0	3487847	1
1096257	0	3210155	1
1096257	0	7908444	1
1096257	0	4877504	1
1096257	0	5697849	1
1096257	0	8714519	1
1096257	0	7519784	1
208822	0	6715164	1
208822	0	8717204	1
208822	0	2580934	1
208822	0	5274440	1
208822	0	7674638	1
208822	0	8717207	1
208822	0	30086	1
208822	0	3634260	1
208822	0	4166777	1
208822	0	7806623	1
208822	0	8738118	1
208822	0	1711524	1
208822	0	8009123	1
208822	0	8009122	1
208822	0	1787531	1
208822	0	8717212	1
208822	0	8717208	1
208822	0	8717209	1
208822	0	7806620	1
75266	0	7571104	1
75266	0	7571101	1
75266	0	7571106	1
75266	0	7571100	1
75266	0	7571107	1
117113	0	6733469	1
117113	0	2263638	1
117113	0	775620	1
117113	0	5275890	1
117113	0	5953568	1
117113	0	3921462	1
117113	0	7567214	1
117113	0	5980820	1
117113	0	66973	1
117113	0	3799777	1
117113	0	6632804	1
117113	0	7567209	1
117113	0	1503179	1
117113	0	3764455	1
117113	0	5016239	1
117113	0	5039882	1
117113	0	3144270	1
117113	0	5395543	1
117113	0	3192372	1
117113	0	2438135	1
1095876	0	7555802	1
1095876	0	5844866	1
1095876	0	3640559	1
1095876	0	8613521	1
1095876	0	216924	1
1095876	0	7555809	1
1095876	0	5427040	1
1007473	0	3797232	1
1007473	0	2926083	1
1007473	0	3898740	1
1007473	0	8216138	1
1007473	0	7251742	1
1007473	0	7251750	1
1007473	0	458479	1
1007473	0	2367565	1
1007473	0	213626	1
1007473	0	6044038	1
1007473	0	1583260	1
1007473	0	7231460	1
1007473	0	5453713	1
1007473	0	7251746	1
1007473	0	6260864	1
1007473	0	4898861	1
1007473	0	1394482	1
1007473	0	7251748	1
1007473	0	3331549	1
1007473	0	2607926	1
414155	0	7591792	1
414155	0	1870038	1
414155	0	5390183	1
414155	0	4412960	1
414155	0	6968090	1
414155	0	7991201	1
414155	0	8380961	1
414155	0	4231122	1
440362	0	294217	1
440362	0	918977	1
440362	0	294214	1
440362	0	6991829	1
440362	0	1082378	1
440362	0	7526863	1
440362	0	294213	1
440362	0	294218	1
440362	0	4343702	1
440362	0	6479246	1
440362	0	7003817	1
440362	0	6136881	1
440362	0	7526858	1
440362	0	294212	1
440362	0	3104860	1
440362	0	4488741	1
440362	0	3061211	1
440362	0	8305931	1
1097449	0	7413609	1
1097449	0	5932701	1
1097449	0	7413607	1
1097449	0	7413603	1
1097449	0	7413608	1
1097449	0	6523589	1
1097449	0	7413604	1
1097449	0	5832415	1
1097449	0	4832006	1
1097449	0	5932707	1
1097449	0	6964870	1
1097449	0	2340460	1
1097449	0	5932703	1
1097449	0	3439242	1
1097449	0	6058057	1
1097449	0	5932705	1
