838453	2329534	2
838453	3017333	2
838453	6095136	1
838453	5326098	1
838453	6095143	2
838453	8568305	4
838453	1673688	4
838453	5708226	3
838453	8568304	3
838453	1673684	4
838453	5115716	4
838453	6067670	2
838453	3452697	4
838453	5961887	2
838453	7864452	2
838453	1350124	3
838453	5961892	2
838453	902190	5
838453	902183	3
838453	7864454	2
440362	4488741	4
440362	3061211	3
440362	3104860	2
440362	294217	5
440362	1082378	3
440362	918977	4
440362	294218	5
440362	6479246	3
440362	1965435	1
440362	4343702	2
440362	1730905	1
440362	7526858	5
440362	294213	4
440362	8305931	4
440362	6136881	3
440362	6991829	3
440362	294214	4
440362	7003817	4
440362	7526863	5
440362	294212	4
75266	7571099	1
75266	6712927	1
75266	7571106	3
75266	3430926	1
75266	8703966	1
75266	1191312	1
75266	7571102	1
75266	8159766	1
75266	8703963	1
75266	2227056	1
75266	8703962	1
75266	7571107	2
75266	3081295	1
75266	3081296	1
75266	7571101	3
75266	3674427	1
75266	2705535	1
75266	3674431	1
75266	7571104	4
75266	7571100	4
1007473	2607926	5
1007473	2926083	3
1007473	8216138	5
1007473	7231460	4
1007473	2367565	2
1007473	213626	4
1007473	3331549	3
1007473	4898861	2
1007473	6044038	3
1007473	1394482	3
1007473	7251746	4
1007473	458479	3
1007473	3797232	3
1007473	7251742	3
1007473	5453713	4
1007473	3898740	4
1007473	7251750	4
1007473	6260864	4
1007473	1583260	4
1007473	7251748	5
409143	5330252	4
409143	5330247	4
409143	7790156	1
409143	8605034	1
409143	4595358	2
409143	1454852	4
409143	6352672	4
409143	8707559	4
409143	4964614	5
409143	5330250	4
409143	6315807	3
409143	7410097	4
409143	7410103	4
409143	8689671	2
409143	3764635	4
409143	4348945	4
409143	3258476	2
409143	6839762	3
409143	7410095	4
409143	7123258	2
202306	5243247	1
202306	8502857	1
202306	7992832	5
202306	5470234	2
202306	7063837	1
202306	5832874	1
202306	4787770	2
202306	3173464	1
202306	8119805	3
202306	1483570	1
202306	2669237	1
202306	179352	3
202306	939824	1
202306	5928821	1
202306	5377159	3
202306	391875	2
202306	8279580	2
202306	7992838	3
202306	2084356	2
202306	7526769	1
758519	4883859	1
758519	5277739	2
758519	7595985	3
758519	7074002	1
758519	646058	4
758519	5314456	4
758519	7074008	2
758519	7595979	4
758519	2194281	5
758519	4883865	3
758519	6790587	3
758519	5968682	3
758519	4296477	1
758519	5277735	2
758519	7595982	2
758519	4883862	3
758519	1856948	4
758519	1856953	3
758519	5314457	5
758519	7595984	5
866251	7810608	1
866251	7810606	1
866251	6531217	1
866251	3188821	1
866251	3646146	1
866251	2463605	1
866251	3124006	1
866251	412211	1
866251	2959419	1
866251	4948503	1
866251	6340257	1
866251	2887950	1
866251	7810605	2
866251	7810601	1
866251	3296426	1
866251	7810602	1
866251	6630695	1
866251	2887944	1
866251	3132829	1
866251	7810607	4
1077356	3307907	1
1077356	8050784	1
1077356	3745852	1
1077356	159911	4
1077356	2943376	4
1077356	7151665	3
1077356	6183394	5
1077356	669131	1
1077356	5807756	4
1077356	7151669	5
1077356	7151662	2
1077356	2972789	3
1077356	6183393	4
1077356	3745854	4
1077356	1398113	5
1077356	4937154	1
1077356	5104557	3
1077356	7151664	1
1077356	3023892	5
1077356	4823248	4
341317	7808013	5
341317	7669134	3
341317	2156559	2
341317	8158111	2
341317	7669140	5
341317	8839707	2
341317	754329	1
341317	7669138	2
341317	7669136	5
341317	8839702	2
341317	7808012	2
341317	7669141	4
341317	2156554	2
341317	7669137	3
341317	7669133	3
341317	6624525	1
341317	8556813	1
341317	7808015	5
341317	7808016	2
341317	7808009	2
825147	6310481	4
825147	7653985	4
825147	270878	5
825147	7875504	3
825147	4188639	1
825147	573858	1
825147	3572516	1
825147	186544	5
825147	2072179	1
825147	2978890	1
825147	8602943	2
825147	702337	4
825147	425816	5
825147	5742137	3
825147	1193224	1
825147	4474806	1
825147	3573658	2
825147	275026	1
825147	1178895	2
825147	851739	3
689885	7637590	1
689885	7637582	5
689885	383317	2
689885	7637584	3
689885	8393571	1
689885	3895709	3
689885	3895708	2
689885	7637589	3
689885	7750768	1
689885	7225967	1
689885	7637585	5
689885	8019852	2
689885	7637588	3
689885	4991803	3
689885	7101739	1
689885	7637583	2
689885	4730757	1
689885	8075600	3
689885	7637587	5
689885	4991807	1
1091688	8100199	1
1091688	7894012	4
1091688	3933302	1
1091688	7089141	1
1091688	12424	1
1091688	5688126	2
1091688	7894008	2
1091688	4427673	1
1091688	1560753	2
1091688	7894005	2
1091688	3933301	1
1091688	3913618	1
1091688	1560755	2
1091688	3215661	2
1091688	3215662	2
1091688	4427675	1
1091688	7894007	3
1091688	3933303	2
1091688	6094175	1
1091688	3144082	1
335710	8382129	1
335710	4200359	1
335710	8832515	1
335710	3964316	1
335710	805962	1
335710	5080328	1
335710	8382125	1
335710	5157710	1
335710	7572303	1
335710	7076766	1
335710	5080323	1
335710	7396056	1
335710	3195745	1
335710	805969	1
335710	7076763	2
335710	7076765	5
335710	6227722	1
335710	805970	1
335710	3964312	1
335710	8382128	1
1086248	2035966	4
1086248	2035968	4
1086248	5934971	3
1086248	725448	3
1086248	4611669	3
1086248	5934969	3
1086248	5874830	4
1086248	6250561	4
1086248	7111944	4
1086248	3648380	3
1086248	150018	3
1086248	1284921	3
1086248	3338806	4
1086248	7111936	4
1086248	7111937	3
1086248	3733172	4
1086248	4532719	2
1086248	154620	5
1086248	5934967	3
1086248	2035965	3
149161	574952	2
149161	7999716	5
149161	3950438	4
149161	7999715	2
149161	6020230	2
149161	6065317	1
149161	6065310	1
149161	574949	2
149161	6428182	1
149161	4492977	3
149161	5738380	2
149161	3281877	2
149161	8763290	1
149161	5738376	2
149161	8406006	3
149161	7999719	3
149161	1744736	2
149161	2699166	1
149161	2500738	1
149161	8763291	1
904389	1312933	4
904389	1312929	2
904389	7952320	1
904389	7925961	1
904389	8316960	1
904389	1312928	1
904389	6439699	1
904389	7925956	5
904389	7952317	5
904389	4048967	1
904389	4048960	1
904389	2862984	1
904389	2862986	2
904389	1312935	1
904389	8316966	1
904389	1312930	1
904389	2862988	1
904389	7952321	2
904389	8316963	1
904389	7952315	4
608323	1065098	1
608323	7646263	1
608323	7646257	5
608323	370569	1
608323	187233	1
608323	8703852	1
608323	7646260	2
608323	6797935	1
608323	1751359	1
608323	2227586	1
608323	7646265	1
608323	7646259	5
608323	2012119	1
608323	2276572	1
608323	7605875	1
608323	2946104	1
608323	7646262	1
608323	7646258	1
608323	7646261	1
608323	7443056	1
1006199	7253372	1
1006199	3591897	5
1006199	2784345	5
1006199	3091850	5
1006199	6837745	3
1006199	3091846	5
1006199	3317927	3
1006199	4017457	5
1006199	3843421	5
1006199	3591898	5
1006199	7606413	2
1006199	3128909	5
1006199	757940	3
1006199	4469754	5
1006199	4672294	5
1006199	3726044	2
1006199	2784346	5
1006199	3091849	5
1006199	4299108	2
1006199	4469755	5
178468	3930408	1
178468	2782831	1
178468	3611510	1
178468	7377856	4
178468	7620513	2
178468	5346630	2
178468	3853141	1
178468	8022206	2
178468	7377860	4
178468	7377855	4
178468	7377854	3
178468	7352069	1
178468	7377859	4
178468	3241000	2
178468	7482736	1
178468	1479826	1
178468	6981450	1
178468	5283833	2
178468	5579495	1
178468	736229	1
212195	8283758	2
212195	6697212	3
212195	7370142	3
212195	8298085	1
212195	7777154	2
212195	8027950	1
212195	1999949	1
212195	5229023	2
212195	4131895	1
212195	4445555	2
212195	7722529	3
212195	1400101	3
212195	7704462	1
212195	8072877	1
212195	8228347	2
212195	1400097	2
212195	6530722	1
212195	6846595	2
212195	7370138	5
212195	3158708	1
414155	5843471	1
414155	7591792	3
414155	4036588	1
414155	7991201	5
414155	2512469	1
414155	1870038	2
414155	8380961	2
414155	8090625	1
414155	5390183	5
414155	2784529	1
414155	4412960	4
414155	6002648	1
414155	4180167	1
414155	2324853	1
414155	6968090	4
414155	3034720	1
414155	2123073	1
414155	925046	1
414155	1089727	1
414155	4231122	3
1095876	6472356	1
1095876	5427040	3
1095876	8762815	1
1095876	216924	3
1095876	7555802	5
1095876	8091220	1
1095876	2615727	1
1095876	7589684	1
1095876	5563843	1
1095876	921267	1
1095876	5563838	1
1095876	3640559	2
1095876	2615732	1
1095876	6472354	1
1095876	5844866	2
1095876	1818506	1
1095876	5073453	1
1095876	7450796	1
1095876	8613521	2
1095876	7555809	4
1096257	7908444	4
1096257	4391696	1
1096257	8468585	2
1096257	7519784	4
1096257	5697849	5
1096257	3487847	5
1096257	4877504	2
1096257	8480196	3
1096257	6409059	2
1096257	8468586	1
1096257	7519779	3
1096257	8714519	2
1096257	8480197	3
1096257	6373475	2
1096257	8257212	2
1096257	7520610	1
1096257	4830070	1
1096257	3210155	2
1096257	5573129	1
1096257	4516477	1
1084469	8569143	1
1084469	551983	1
1084469	5812776	3
1084469	2203342	1
1084469	1669683	3
1084469	7127935	3
1084469	8334585	4
1084469	6019803	3
1084469	7127942	4
1084469	7127936	4
1084469	686422	2
1084469	5031356	1
1084469	6019800	4
1084469	2031598	3
1084469	2031595	3
1084469	384257	3
1084469	899857	1
1084469	1594799	2
1084469	7127939	1
1084469	7127941	4
489257	6711887	1
489257	5911183	1
489257	3907384	1
489257	2085965	1
489257	2085968	1
489257	368985	1
489257	6711885	2
489257	2085966	1
489257	532037	1
489257	2085967	1
489257	7694872	3
489257	3349092	2
489257	7694870	1
489257	8113241	1
489257	3907379	1
489257	784233	1
489257	8171086	1
489257	3538292	1
489257	784230	1
489257	3243231	1
741392	300461	2
741392	1394736	5
741392	1770910	5
741392	2570155	2
741392	9178	5
741392	5718088	5
741392	8037819	5
741392	679972	5
741392	961850	5
741392	1656444	3
741392	679968	3
741392	7244529	5
741392	3202879	2
741392	1979531	1
741392	5324342	5
741392	1560146	2
741392	300460	4
741392	6815013	5
741392	3966122	2
741392	961848	2
321951	486234	2
321951	7928417	2
321951	2513147	1
321951	6164705	2
321951	6739401	1
321951	1922303	2
321951	6161759	2
321951	7401973	2
321951	7928424	2
321951	6161767	2
321951	6501839	3
321951	6164708	3
321951	6164706	2
321951	6501840	2
321951	8462212	1
321951	1753957	5
321951	8121883	2
321951	6161764	2
321951	8632205	1
321951	6164713	1
831784	3030159	1
831784	4613495	1
831784	7862048	3
831784	250284	1
831784	2394674	5
831784	338370	5
831784	2945340	1
831784	143269	3
831784	3030152	1
831784	8179894	1
831784	8638488	1
831784	1403805	1
831784	875844	1
831784	2952957	1
831784	7476790	1
831784	8469501	1
831784	5510934	1
831784	2394672	5
831784	3030161	1
831784	2138210	1
1083663	2155183	5
1083663	741804	5
1083663	4915432	3
1083663	6742896	2
1083663	7135414	3
1083663	741807	5
1083663	2155191	3
1083663	2155192	5
1083663	7135413	2
1083663	2155185	2
1083663	5072960	5
1083663	361868	2
1083663	1166682	5
1083663	2155188	3
1083663	1166689	5
1083663	7135412	5
1083663	7135417	3
1083663	7135416	5
1083663	2155186	5
1083663	7135409	5
1003875	4472199	2
1003875	6036776	3
1003875	6036780	2
1003875	8452418	3
1003875	2183064	4
1003875	7825376	1
1003875	6036779	1
1003875	2552626	1
1003875	2552630	3
1003875	7825371	5
1003875	7147854	3
1003875	6036774	1
1003875	1189213	1
1003875	7825374	4
1003875	2417754	2
1003875	6335308	2
1003875	7825370	3
1003875	4776895	1
1003875	1302300	2
1003875	6335306	2
1097449	7413603	5
1097449	6964870	5
1097449	7413609	4
1097449	5832415	5
1097449	7413607	5
1097449	7413608	5
1097449	5932701	2
1097449	6058060	1
1097449	6779876	1
1097449	2340460	4
1097449	6058054	1
1097449	5932703	5
1097449	5932707	5
1097449	6058057	2
1097449	6523589	4
1097449	4832006	4
1097449	6058055	1
1097449	5932705	5
1097449	3439242	2
1097449	7413604	5
92542	1388862	2
92542	7071998	2
92542	6881854	4
92542	3733195	2
92542	1157800	2
92542	6501856	2
92542	5303227	3
92542	1470216	2
92542	7398406	2
92542	190815	2
92542	7651509	2
92542	6049995	2
92542	1388865	2
92542	6881855	3
92542	2606452	3
92542	7072003	4
92542	2270585	2
92542	838771	3
92542	4432676	4
92542	3733194	2
1034595	1933404	1
1034595	4961925	1
1034595	4190582	1
1034595	2769487	1
1034595	4059861	1
1034595	6949798	1
1034595	888227	1
1034595	1933401	1
1034595	4830608	1
1034595	2061165	1
1034595	7210734	1
1034595	7210726	5
1034595	2769489	1
1034595	1933400	1
1034595	640517	1
1034595	6949792	1
1034595	4708014	3
1034595	1933402	1
1034595	5221100	1
1034595	6194790	1
54819	6915719	1
54819	4018368	1
54819	7998678	3
54819	7998677	3
54819	4018373	1
54819	77066	3
54819	998049	2
54819	7998676	2
54819	2864023	1
54819	5049791	1
54819	7998679	2
54819	1224905	1
54819	7983082	1
54819	998046	1
54819	5450028	1
54819	7867519	1
54819	998045	1
54819	4018371	1
54819	7998675	5
54819	1224906	1
208494	7334480	1
208494	1861646	1
208494	7073273	2
208494	5828606	1
208494	7073275	4
208494	4322045	1
208494	3646533	1
208494	23834	1
208494	5836093	1
208494	7073272	5
208494	8182046	1
208494	1343644	1
208494	4951954	1
208494	6203059	1
208494	7727495	1
208494	5828613	1
208494	209957	1
208494	7569626	1
208494	7073271	2
208494	4322040	1
426442	5405462	1
426442	5405459	3
426442	148221	1
426442	7406331	1
426442	6480791	1
426442	7434235	4
426442	5354681	1
426442	5405463	5
426442	3019857	1
426442	8140382	1
426442	5405461	2
426442	5405465	2
426442	5405464	1
426442	4041873	1
426442	190653	1
426442	4024309	1
426442	7144945	1
426442	7434231	5
426442	5405460	4
426442	287279	1
687375	2556960	5
687375	8424409	5
687375	7506066	3
687375	7506060	5
687375	3982582	2
687375	7506067	5
687375	7506062	5
687375	119893	2
687375	7506061	4
687375	1745252	1
687375	119897	5
687375	515841	3
687375	785739	5
687375	3949416	2
687375	8333585	3
687375	119898	1
687375	2120844	5
687375	7506068	4
687375	2556961	4
687375	785740	5
